Product_ID,Product_Name,Category,Brand,Supplier,Cost_Price,MRP,Margin_Percentage
382,Laptop,Electronics,ProMax,Supplier_26,440,580.3,24.18
383,Yoga Mat,Sports,Elite,Supplier_9,4503,7742.33,41.84
384,Jeans,Fashion,NextGen,Supplier_31,1593,3489.31,54.35
385,Camera,Electronics,HomeEase,Supplier_23,4914,6270.76,21.64
386,Dumbbell,Sports,StyleHub,Supplier_36,4453,7472.69,40.41
387,Jeans,Fashion,Prime,Supplier_24,3278,7084.1,53.73
388,Headphones,Electronics,HomeEase,Supplier_16,2099,2557.9,17.94
389,Cricket Bat,Sports,HomeEase,Supplier_8,1816,3927.58,53.76
390,Mobile,Electronics,Apex,Supplier_21,1911,2505.98,23.74
391,Mixer,Home & Kitchen,Apex,Supplier_21,3801,5742.09,33.8
392,Treadmill,Sports,HomeEase,Supplier_2,1266,2135.77,40.72
393,Football,Sports,NextGen,Supplier_35,4825,10862.7,55.58
394,Table,Home & Kitchen,Apex,Supplier_15,4142,6694.21,38.13
395,Face Wash,Beauty,Urban,Supplier_3,3240,9784.15,66.89
396,Face Wash,Beauty,TrendX,Supplier_14,3323,9216.53,63.95
397,T-Shirt,Fashion,FitLife,Supplier_22,1018,2535.68,59.85
398,Lamp,Home & Kitchen,Vision,Supplier_4,2004,3294.36,39.17
399,Jacket,Fashion,Vision,Supplier_14,4237,10511.03,59.69
400,Smartwatch,Electronics,PowerGear,Supplier_24,998,1399.88,28.71
401,Football,Sports,NextGen,Supplier_20,569,1089.14,47.76
402,Shoes,Fashion,Apex,Supplier_4,3735,9158.87,59.22
403,Perfume,Beauty,PowerGear,Supplier_29,1301,3993.2,67.42
404,Badminton Racket,Sports,Nova,Supplier_40,1180,2505.88,52.91
405,Table,Home & Kitchen,NextGen,Supplier_21,4695,7117.08,34.03
406,Headphones,Electronics,SmartOne,Supplier_17,1008,1352.83,25.49
407,Chair,Home & Kitchen,SmartOne,Supplier_6,3767,8284.49,54.53
408,Perfume,Beauty,Apex,Supplier_6,2611,5395.99,51.61
409,Lamp,Home & Kitchen,Prime,Supplier_26,2869,4867.05,41.05
410,Perfume,Beauty,Prime,Supplier_20,2188,6697.72,67.33
411,Tablet,Electronics,SmartOne,Supplier_18,4614,5596.97,17.56
412,Perfume,Beauty,Nova,Supplier_19,2734,5599.89,51.18
413,Perfume,Beauty,HomeEase,Supplier_29,3139,7073.01,55.62
414,Cookware,Home & Kitchen,ProMax,Supplier_26,3159,6718.01,52.98
415,Lipstick,Beauty,FitLife,Supplier_22,2790,7355.59,62.07
416,Laptop,Electronics,Vision,Supplier_24,4354,5346.83,18.57
417,Headphones,Electronics,Nova,Supplier_29,1162,1501.34,22.6
418,Smartwatch,Electronics,SmartOne,Supplier_25,2303,2804.57,17.88
419,T-Shirt,Fashion,FitLife,Supplier_30,526,1275.5,58.76
420,Shampoo,Beauty,ProMax,Supplier_18,674,1682.27,59.94
421,Moisturizer,Beauty,ProMax,Supplier_20,3635,9917.47,63.35
422,Camera,Electronics,SmartOne,Supplier_16,4642,5834.91,20.44
423,Serum,Beauty,FitLife,Supplier_11,1240,3621.93,65.76
424,Dumbbell,Sports,HomeEase,Supplier_37,2859,5173.46,44.74
425,Mixer,Home & Kitchen,PowerGear,Supplier_26,240,417.08,42.46
426,Dress,Fashion,Nova,Supplier_31,1467,2937.58,50.06
427,Jacket,Fashion,Glow,Supplier_14,3454,7845.77,55.98
428,Moisturizer,Beauty,HomeEase,Supplier_30,570,1216.28,53.14
429,Smartwatch,Electronics,TrendX,Supplier_26,1238,1747.65,29.16
430,Camera,Electronics,Elite,Supplier_22,868,1169.27,25.77
431,Badminton Racket,Sports,HomeEase,Supplier_23,1925,4221.11,54.4
432,Shampoo,Beauty,Urban,Supplier_38,2809,7817.79,64.07
433,Shampoo,Beauty,StyleHub,Supplier_8,580,1492.32,61.13
434,Mixer,Home & Kitchen,Apex,Supplier_2,3111,5685.82,45.28
435,Tablet,Electronics,NextGen,Supplier_40,3218,4636.1,30.59
436,Yoga Mat,Sports,PowerGear,Supplier_18,3954,7684.31,48.54
437,Yoga Mat,Sports,SmartOne,Supplier_27,3124,7058.88,55.74
438,Jeans,Fashion,FitLife,Supplier_22,2971,7368.35,59.68
439,T-Shirt,Fashion,SmartOne,Supplier_10,3880,9505.9,59.18
440,Shampoo,Beauty,FitLife,Supplier_18,4884,10120.77,51.74
441,Handbag,Fashion,Nova,Supplier_12,3692,6704.66,44.93
442,Shampoo,Beauty,ProMax,Supplier_13,2708,7365.98,63.24
443,Mixer,Home & Kitchen,Glow,Supplier_32,663,1179.26,43.78
444,Serum,Beauty,Prime,Supplier_38,4504,14379.02,68.68
445,Smartwatch,Electronics,SmartOne,Supplier_12,1781,2557.89,30.37
446,Mattress,Home & Kitchen,HomeEase,Supplier_4,1641,3158.12,48.04
447,Moisturizer,Beauty,Urban,Supplier_20,4374,8858.93,50.63
448,Cricket Bat,Sports,FitLife,Supplier_12,1358,3111.26,56.35
449,Mattress,Home & Kitchen,PowerGear,Supplier_40,2505,4979.17,49.69
450,Cricket Bat,Sports,Urban,Supplier_5,1166,2080.13,43.95
451,Headphones,Electronics,FitLife,Supplier_23,1475,1974.03,25.28
452,Laptop,Electronics,Nova,Supplier_24,1388,1675.14,17.14
453,Dumbbell,Sports,ProMax,Supplier_13,3740,8464.41,55.81
454,Badminton Racket,Sports,PowerGear,Supplier_11,1902,4371.23,56.49
455,Treadmill,Sports,SmartOne,Supplier_21,2656,5271.96,49.62
456,Camera,Electronics,Vision,Supplier_6,2195,2639.34,16.84
457,Moisturizer,Beauty,Urban,Supplier_11,1874,5881.64,68.14
458,Shampoo,Beauty,Urban,Supplier_30,1393,3915.29,64.42
459,Jacket,Fashion,PowerGear,Supplier_34,4774,11140.64,57.15
460,Yoga Mat,Sports,Glow,Supplier_17,849,1659.37,48.84
461,Moisturizer,Beauty,StyleHub,Supplier_11,3342,8461.06,60.5
462,Dumbbell,Sports,Prime,Supplier_33,3320,6441.64,48.46
463,Mobile,Electronics,FitLife,Supplier_5,349,443.72,21.35
464,Dress,Fashion,Apex,Supplier_29,2492,5686.58,56.18
465,Cricket Bat,Sports,Apex,Supplier_14,2584,5187.92,50.19
466,Camera,Electronics,StyleHub,Supplier_15,850,1026.45,17.19
467,Mobile,Electronics,Glow,Supplier_18,4108,4988.69,17.65
468,Football,Sports,Urban,Supplier_1,955,1862.03,48.71
469,T-Shirt,Fashion,Nova,Supplier_6,3847,7498.39,48.7
470,Laptop,Electronics,StyleHub,Supplier_11,2570,3447.45,25.45
471,Handbag,Fashion,StyleHub,Supplier_38,2338,4208.54,44.45
472,Shampoo,Beauty,Apex,Supplier_35,634,2010.43,68.46
473,Tablet,Electronics,ProMax,Supplier_22,4058,4954.27,18.09
474,Laptop,Electronics,PowerGear,Supplier_27,2787,3864.43,27.88
475,Mobile,Electronics,PowerGear,Supplier_32,4147,5397.56,23.17
476,Moisturizer,Beauty,TrendX,Supplier_10,3780,9839,61.58
477,Table,Home & Kitchen,Nova,Supplier_25,3066,4984.16,38.49
478,Yoga Mat,Sports,PowerGear,Supplier_7,4297,9440.14,54.48
479,Football,Sports,Prime,Supplier_25,4284,9335.42,54.11
480,Tablet,Electronics,PowerGear,Supplier_32,4757,5733.45,17.03
481,Headphones,Electronics,ProMax,Supplier_18,1595,2074.1,23.1
482,Mixer,Home & Kitchen,Elite,Supplier_26,2649,4228.28,37.35
483,Serum,Beauty,Prime,Supplier_15,353,724.48,51.28
484,Serum,Beauty,FitLife,Supplier_29,4392,10948.59,59.89
485,Tablet,Electronics,StyleHub,Supplier_1,1371,1732.53,20.87
486,Shampoo,Beauty,Urban,Supplier_28,4615,12192.14,62.15
487,Mattress,Home & Kitchen,TrendX,Supplier_7,4069,7801,47.84
488,Tablet,Electronics,TrendX,Supplier_1,2260,2780.65,18.72
489,Camera,Electronics,PowerGear,Supplier_29,3945,5077.08,22.3
490,Moisturizer,Beauty,Vision,Supplier_28,2251,5735.24,60.75
491,Shampoo,Beauty,StyleHub,Supplier_12,574,1564.11,63.3
492,Football,Sports,Elite,Supplier_8,2652,5341.95,50.36
493,Cookware,Home & Kitchen,StyleHub,Supplier_30,3906,7560.11,48.33
494,Lamp,Home & Kitchen,FitLife,Supplier_38,645,1013.67,36.37
495,Chair,Home & Kitchen,HomeEase,Supplier_2,4011,7675.56,47.74
496,Mobile,Electronics,NextGen,Supplier_1,1553,1996.48,22.21
497,Treadmill,Sports,StyleHub,Supplier_11,513,1126,54.44
498,Camera,Electronics,Apex,Supplier_40,3462,4776.06,27.51
499,Tablet,Electronics,FitLife,Supplier_26,1209,1569.11,22.95
500,Mattress,Home & Kitchen,Apex,Supplier_16,3448,6103.07,43.5
